year,month,rsp,tier,service,subs
2021,9,NCI Datacom,W06,Cambium Wireless 3/1mbps,98
2021,9,PC Telecom,W06,Cambium Wireless 3/1mbps,49
2021,9,Will Connect,W06,Cambium Wireless 3/1mbps,12
2021,9,BHPcom,W07,Cambium Wireless 7/2mbps,3
2021,9,CommunityNET,W07,Cambium Wireless 7/2mbps,108
2021,9,Highland,W07,Cambium Wireless 7/2mbps,362
2021,9,Methownet.com,W07,Cambium Wireless 7/2mbps,143
2021,9,NCI Datacom,W07,Cambium Wireless 7/2mbps,253
2021,9,PC Telecom,W07,Cambium Wireless 7/2mbps,37
2021,9,Will Connect,W07,Cambium Wireless 7/2mbps,37
2021,9,BHPcom,W08,Cambium Wireless 12/3mbps,7
2021,9,CommunityNET,W08,Cambium Wireless 12/3mbps,195
2021,9,Highland,W08,Cambium Wireless 12/3mbps,188
2021,9,Methownet.com,W08,Cambium Wireless 12/3mbps,38
2021,9,NCI Datacom,W08,Cambium Wireless 12/3mbps,167
2021,9,PC Telecom,W08,Cambium Wireless 12/3mbps,15
2021,9,Will Connect,W08,Cambium Wireless 12/3mbps,29
2021,9,BHPcom,W09,Cambium Wireless 20/5mbps,10
2021,9,CommunityNET,W09,Cambium Wireless 20/5mbps,244
2021,9,Highland,W09,Cambium Wireless 20/5mbps,242
2021,9,Highland,W09,Cambium Wireless 20/5mbps-WAIVE,-1
2021,9,Methownet.com,W09,Cambium Wireless 20/5mbps,24
2021,9,NCI Datacom,W09,Cambium Wireless 20/5mbps,106
2021,9,PC Telecom,W09,Cambium Wireless 20/5mbps,7
2021,9,Will Connect,W09,Cambium Wireless 20/5mbps,99
2021,9,CommunityNET,W71,Broadband Wireless 3/1Mbps,6
2021,9,Highland,W71,Broadband Wireless 3/1Mbps,50
2021,9,Methownet.com,W71,Broadband Wireless 3/1Mbps,11
2021,9,NCI Datacom,W71,Broadband Wireless 3/1Mbps,17
2021,9,PC Telecom,W71,Broadband Wireless 3/1Mbps,4
2021,9,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2021,9,CommunityNET,W75,Broadband Wireless 7/3mbps,11
2021,9,Highland,W75,Broadband Wireless 7/3mbps,98
2021,9,Methownet.com,W75,Broadband Wireless 7/3mbps,15
2021,9,NCI Datacom,W75,Broadband Wireless 7/3mbps,37
2021,9,PC Telecom,W75,Broadband Wireless 7/3mbps,6
2021,9,Will Connect,W75,Broadband Wireless 7/3mbps,12
2021,9,BHPcom,W76,Broadband Wireless 12/6mbps,2
2021,9,CommunityNET,W76,Broadband Wireless 12/6mbps,15
2021,9,Highland,W76,Broadband Wireless 12/6mbps,53
2021,9,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2021,9,NCI Datacom,W76,Broadband Wireless 12/6mbps,13
2021,9,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2021,9,Will Connect,W76,Broadband Wireless 12/6mbps,2
2021,9,BHPcom,W77,Broadband Wireless 20/10mbps,5
2021,9,CommunityNET,W77,Broadband Wireless 20/10mbps,21
2021,9,Highland,W77,Broadband Wireless 20/10mbps,48
2021,9,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2021,9,NCI Datacom,W77,Broadband Wireless 20/10mbps,23
2021,9,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2021,9,Will Connect,W77,Broadband Wireless 20/10mbps,19
2021,10,CommunityNET,W06,Cambium Wireless 3/1mbps,47
2021,10,Highland,W06,Cambium Wireless 3/1mbps,91
2021,10,Methownet.com,W06,Cambium Wireless 3/1mbps,131
2021,10,NCI Datacom,W06,Cambium Wireless 3/1mbps,99
2021,10,PC Telecom,W06,Cambium Wireless 3/1mbps,48
2021,10,Will Connect,W06,Cambium Wireless 3/1mbps,12
2021,10,BHPcom,W07,Cambium Wireless 7/2mbps,3
2021,10,CommunityNET,W07,Cambium Wireless 7/2mbps,108
2021,10,Highland,W07,Cambium Wireless 7/2mbps,365
2021,10,Methownet.com,W07,Cambium Wireless 7/2mbps,153
2021,10,NCI Datacom,W07,Cambium Wireless 7/2mbps,254
2021,10,PC Telecom,W07,Cambium Wireless 7/2mbps,40
2021,10,Will Connect,W07,Cambium Wireless 7/2mbps,37
2021,10,BHPcom,W08,Cambium Wireless 12/3mbps,7
2021,10,CommunityNET,W08,Cambium Wireless 12/3mbps,197
2021,10,Highland,W08,Cambium Wireless 12/3mbps,189
2021,10,Methownet.com,W08,Cambium Wireless 12/3mbps,38
2021,10,NCI Datacom,W08,Cambium Wireless 12/3mbps,171
2021,10,PC Telecom,W08,Cambium Wireless 12/3mbps,16
2021,10,Will Connect,W08,Cambium Wireless 12/3mbps,30
2021,10,BHPcom,W09,Cambium Wireless 20/5mbps,10
2021,10,CommunityNET,W09,Cambium Wireless 20/5mbps,244
2021,10,Highland,W09,Cambium Wireless 20/5mbps,242
2021,10,Methownet.com,W09,Cambium Wireless 20/5mbps,21
2021,10,NCI Datacom,W09,Cambium Wireless 20/5mbps,111
2021,10,PC Telecom,W09,Cambium Wireless 20/5mbps,8
2021,10,Will Connect,W09,Cambium Wireless 20/5mbps,99
2021,10,CommunityNET,W71,Broadband Wireless 3/1Mbps,6
2021,10,Highland,W71,Broadband Wireless 3/1Mbps,47
2021,10,Methownet.com,W71,Broadband Wireless 3/1Mbps,10
2021,10,NCI Datacom,W71,Broadband Wireless 3/1Mbps,17
2021,10,PC Telecom,W71,Broadband Wireless 3/1Mbps,4
2021,10,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2021,10,CommunityNET,W75,Broadband Wireless 7/3mbps,11
2021,10,Highland,W75,Broadband Wireless 7/3mbps,99
2021,10,Methownet.com,W75,Broadband Wireless 7/3mbps,11
2021,10,NCI Datacom,W75,Broadband Wireless 7/3mbps,36
2021,10,PC Telecom,W75,Broadband Wireless 7/3mbps,6
2021,10,Will Connect,W75,Broadband Wireless 7/3mbps,11
2021,10,BHPcom,W76,Broadband Wireless 12/6mbps,2
2021,10,CommunityNET,W76,Broadband Wireless 12/6mbps,13
2021,10,Highland,W76,Broadband Wireless 12/6mbps,49
2021,10,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2021,10,NCI Datacom,W76,Broadband Wireless 12/6mbps,13
2021,10,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2021,10,Will Connect,W76,Broadband Wireless 12/6mbps,2
2021,10,BHPcom,W77,Broadband Wireless 20/10mbps,5
2021,10,CommunityNET,W77,Broadband Wireless 20/10mbps,21
2021,10,Highland,W77,Broadband Wireless 20/10mbps,47
2021,10,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2021,10,NCI Datacom,W77,Broadband Wireless 20/10mbps,22
2021,10,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2021,10,Will Connect,W77,Broadband Wireless 20/10mbps,19
2021,11,CommunityNET,W06,Cambium Wireless 3/1mbps,48
2021,11,Highland,W06,Cambium Wireless 3/1mbps,99
2021,11,Methownet.com,W06,Cambium Wireless 3/1mbps,128
2021,11,NCI Datacom,W06,Cambium Wireless 3/1mbps,99
2021,11,PC Telecom,W06,Cambium Wireless 3/1mbps,48
2021,11,Will Connect,W06,Cambium Wireless 3/1mbps,10
2021,11,BHPcom,W07,Cambium Wireless 7/2mbps,3
2021,11,CommunityNET,W07,Cambium Wireless 7/2mbps,107
2021,11,Highland,W07,Cambium Wireless 7/2mbps,374
2021,11,Methownet.com,W07,Cambium Wireless 7/2mbps,158
2021,11,NCI Datacom,W07,Cambium Wireless 7/2mbps,250
2021,11,PC Telecom,W07,Cambium Wireless 7/2mbps,42
2021,11,Will Connect,W07,Cambium Wireless 7/2mbps,36
2021,11,BHPcom,W08,Cambium Wireless 12/3mbps,7
2021,11,CommunityNET,W08,Cambium Wireless 12/3mbps,198
2021,11,Highland,W08,Cambium Wireless 12/3mbps,193
2021,11,Methownet.com,W08,Cambium Wireless 12/3mbps,36
2021,11,NCI Datacom,W08,Cambium Wireless 12/3mbps,177
2021,11,PC Telecom,W08,Cambium Wireless 12/3mbps,17
2021,11,Will Connect,W08,Cambium Wireless 12/3mbps,30
2021,11,BHPcom,W09,Cambium Wireless 20/5mbps,10
2021,11,CommunityNET,W09,Cambium Wireless 20/5mbps,247
2021,11,Highland,W09,Cambium Wireless 20/5mbps,247
2021,11,Methownet.com,W09,Cambium Wireless 20/5mbps,22
2021,11,NCI Datacom,W09,Cambium Wireless 20/5mbps,113
2021,11,PC Telecom,W09,Cambium Wireless 20/5mbps,9
2021,11,Will Connect,W09,Cambium Wireless 20/5mbps,98
2021,11,CommunityNET,W71,Broadband Wireless 3/1Mbps,6
2021,11,Highland,W71,Broadband Wireless 3/1Mbps,39
2021,11,Methownet.com,W71,Broadband Wireless 3/1Mbps,9
2021,11,NCI Datacom,W71,Broadband Wireless 3/1Mbps,16
2021,11,PC Telecom,W71,Broadband Wireless 3/1Mbps,4
2021,11,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2021,11,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2021,11,Highland,W75,Broadband Wireless 7/3mbps,89
2021,11,Methownet.com,W75,Broadband Wireless 7/3mbps,10
2021,11,NCI Datacom,W75,Broadband Wireless 7/3mbps,38
2021,11,PC Telecom,W75,Broadband Wireless 7/3mbps,4
2021,11,Will Connect,W75,Broadband Wireless 7/3mbps,11
2021,11,BHPcom,W76,Broadband Wireless 12/6mbps,2
2021,11,CommunityNET,W76,Broadband Wireless 12/6mbps,11
2021,11,Highland,W76,Broadband Wireless 12/6mbps,39
2021,11,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2021,11,NCI Datacom,W76,Broadband Wireless 12/6mbps,12
2021,11,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2021,11,Will Connect,W76,Broadband Wireless 12/6mbps,2
2021,11,BHPcom,W77,Broadband Wireless 20/10mbps,5
2021,11,CommunityNET,W77,Broadband Wireless 20/10mbps,14
2021,11,Highland,W77,Broadband Wireless 20/10mbps,40
2021,11,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2021,11,NCI Datacom,W77,Broadband Wireless 20/10mbps,21
2021,11,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2021,11,Will Connect,W77,Broadband Wireless 20/10mbps,18
2021,12,CommunityNET,W06,Cambium Wireless 3/1mbps,46
2021,12,Highland,W06,Cambium Wireless 3/1mbps,98
2021,12,Methownet.com,W06,Cambium Wireless 3/1mbps,129
2021,12,NCI Datacom,W06,Cambium Wireless 3/1mbps,100
2021,12,PC Telecom,W06,Cambium Wireless 3/1mbps,47
2021,12,Will Connect,W06,Cambium Wireless 3/1mbps,10
2021,12,BHPcom,W07,Cambium Wireless 7/2mbps,3
2021,12,CommunityNET,W07,Cambium Wireless 7/2mbps,104
2021,12,Highland,W07,Cambium Wireless 7/2mbps,381
2021,12,Methownet.com,W07,Cambium Wireless 7/2mbps,157
2021,12,NCI Datacom,W07,Cambium Wireless 7/2mbps,247
2021,12,PC Telecom,W07,Cambium Wireless 7/2mbps,41
2021,12,Will Connect,W07,Cambium Wireless 7/2mbps,36
2021,12,BHPcom,W08,Cambium Wireless 12/3mbps,7
2021,12,CommunityNET,W08,Cambium Wireless 12/3mbps,199
2021,12,Highland,W08,Cambium Wireless 12/3mbps,196
2021,12,Methownet.com,W08,Cambium Wireless 12/3mbps,36
2021,12,NCI Datacom,W08,Cambium Wireless 12/3mbps,173
2021,12,PC Telecom,W08,Cambium Wireless 12/3mbps,18
2021,12,Will Connect,W08,Cambium Wireless 12/3mbps,32
2021,12,BHPcom,W09,Cambium Wireless 20/5mbps,10
2021,12,CommunityNET,W09,Cambium Wireless 20/5mbps,209
2021,12,Highland,W09,Cambium Wireless 20/5mbps,248
2021,12,Methownet.com,W09,Cambium Wireless 20/5mbps,23
2021,12,NCI Datacom,W09,Cambium Wireless 20/5mbps,113
2021,12,PC Telecom,W09,Cambium Wireless 20/5mbps,11
2021,12,Will Connect,W09,Cambium Wireless 20/5mbps,87
2021,12,CommunityNET,W71,Broadband Wireless 3/1Mbps,6
2021,12,Highland,W71,Broadband Wireless 3/1Mbps,37
2021,12,Methownet.com,W71,Broadband Wireless 3/1Mbps,9
2021,12,NCI Datacom,W71,Broadband Wireless 3/1Mbps,14
2021,12,PC Telecom,W71,Broadband Wireless 3/1Mbps,3
2021,12,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2021,12,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2021,12,Highland,W75,Broadband Wireless 7/3mbps,81
2021,12,Methownet.com,W75,Broadband Wireless 7/3mbps,10
2021,12,NCI Datacom,W75,Broadband Wireless 7/3mbps,38
2021,12,PC Telecom,W75,Broadband Wireless 7/3mbps,3
2021,12,Will Connect,W75,Broadband Wireless 7/3mbps,10
2021,12,BHPcom,W76,Broadband Wireless 12/6mbps,2
2021,12,CommunityNET,W76,Broadband Wireless 12/6mbps,11
2021,12,Highland,W76,Broadband Wireless 12/6mbps,38
2021,12,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2021,12,NCI Datacom,W76,Broadband Wireless 12/6mbps,13
2021,12,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2021,12,Will Connect,W76,Broadband Wireless 12/6mbps,3
2021,12,BHPcom,W77,Broadband Wireless 20/10mbps,5
2021,12,CommunityNET,W77,Broadband Wireless 20/10mbps,14
2021,12,Highland,W77,Broadband Wireless 20/10mbps,36
2021,12,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2021,12,NCI Datacom,W77,Broadband Wireless 20/10mbps,20
2021,12,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2021,12,Will Connect,W77,Broadband Wireless 20/10mbps,13
2022,1,CommunityNET,W06,Cambium Wireless 3/1mbps,47
2022,1,Highland,W06,Cambium Wireless 3/1mbps,96
2022,1,Methownet.com,W06,Cambium Wireless 3/1mbps,129
2022,1,NCI Datacom,W06,Cambium Wireless 3/1mbps,98
2022,1,PC Telecom,W06,Cambium Wireless 3/1mbps,47
2022,1,Will Connect,W06,Cambium Wireless 3/1mbps,10
2022,1,BHPcom,W07,Cambium Wireless 7/2mbps,3
2022,1,CommunityNET,W07,Cambium Wireless 7/2mbps,104
2022,1,Highland,W07,Cambium Wireless 7/2mbps,377
2022,1,Methownet.com,W07,Cambium Wireless 7/2mbps,161
2022,1,NCI Datacom,W07,Cambium Wireless 7/2mbps,244
2022,1,PC Telecom,W07,Cambium Wireless 7/2mbps,42
2022,1,Will Connect,W07,Cambium Wireless 7/2mbps,37
2022,1,BHPcom,W08,Cambium Wireless 12/3mbps,7
2022,1,CommunityNET,W08,Cambium Wireless 12/3mbps,196
2022,1,Highland,W08,Cambium Wireless 12/3mbps,201
2022,1,Methownet.com,W08,Cambium Wireless 12/3mbps,36
2022,1,NCI Datacom,W08,Cambium Wireless 12/3mbps,132
2022,1,PC Telecom,W08,Cambium Wireless 12/3mbps,17
2022,1,Will Connect,W08,Cambium Wireless 12/3mbps,33
2022,1,BHPcom,W09,Cambium Wireless 20/5mbps,10
2022,1,CommunityNET,W09,Cambium Wireless 20/5mbps,210
2022,1,Highland,W09,Cambium Wireless 20/5mbps,247
2022,1,Methownet.com,W09,Cambium Wireless 20/5mbps,22
2022,1,NCI Datacom,W09,Cambium Wireless 20/5mbps,114
2022,1,PC Telecom,W09,Cambium Wireless 20/5mbps,11
2022,1,Will Connect,W09,Cambium Wireless 20/5mbps,84
2022,1,CommunityNET,W71,Broadband Wireless 3/1Mbps,6
2022,1,Highland,W71,Broadband Wireless 3/1Mbps,37
2022,1,Methownet.com,W71,Broadband Wireless 3/1Mbps,9
2022,1,NCI Datacom,W71,Broadband Wireless 3/1Mbps,14
2022,1,PC Telecom,W71,Broadband Wireless 3/1Mbps,3
2022,1,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2022,1,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2022,1,Highland,W75,Broadband Wireless 7/3mbps,79
2022,1,Methownet.com,W75,Broadband Wireless 7/3mbps,10
2022,1,NCI Datacom,W75,Broadband Wireless 7/3mbps,33
2022,1,PC Telecom,W75,Broadband Wireless 7/3mbps,3
2022,1,Will Connect,W75,Broadband Wireless 7/3mbps,10
2022,1,BHPcom,W76,Broadband Wireless 12/6mbps,2
2022,1,CommunityNET,W76,Broadband Wireless 12/6mbps,10
2022,1,Highland,W76,Broadband Wireless 12/6mbps,38
2022,1,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2022,1,NCI Datacom,W76,Broadband Wireless 12/6mbps,11
2022,1,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2022,1,Will Connect,W76,Broadband Wireless 12/6mbps,3
2022,1,BHPcom,W77,Broadband Wireless 20/10mbps,5
2022,1,CommunityNET,W77,Broadband Wireless 20/10mbps,14
2022,1,Highland,W77,Broadband Wireless 20/10mbps,37
2022,1,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2022,1,NCI Datacom,W77,Broadband Wireless 20/10mbps,19
2022,1,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2022,1,Will Connect,W77,Broadband Wireless 20/10mbps,13
2022,2,CommunityNET,W06,Cambium Wireless 3/1mbps,48
2022,2,Highland,W06,Cambium Wireless 3/1mbps,96
2022,2,Methownet.com,W06,Cambium Wireless 3/1mbps,124
2022,2,NCI Datacom,W06,Cambium Wireless 3/1mbps,98
2022,2,PC Telecom,W06,Cambium Wireless 3/1mbps,47
2022,2,Will Connect,W06,Cambium Wireless 3/1mbps,13
2022,2,BHPcom,W07,Cambium Wireless 7/2mbps,3
2022,2,CommunityNET,W07,Cambium Wireless 7/2mbps,103
2022,2,Highland,W07,Cambium Wireless 7/2mbps,380
2022,2,Methownet.com,W07,Cambium Wireless 7/2mbps,167
2022,2,NCI Datacom,W07,Cambium Wireless 7/2mbps,242
2022,2,PC Telecom,W07,Cambium Wireless 7/2mbps,44
2022,2,Will Connect,W07,Cambium Wireless 7/2mbps,38
2022,2,BHPcom,W08,Cambium Wireless 12/3mbps,7
2022,2,CommunityNET,W08,Cambium Wireless 12/3mbps,193
2022,2,Highland,W08,Cambium Wireless 12/3mbps,205
2022,2,Methownet.com,W08,Cambium Wireless 12/3mbps,40
2022,2,NCI Datacom,W08,Cambium Wireless 12/3mbps,128
2022,2,PC Telecom,W08,Cambium Wireless 12/3mbps,17
2022,2,Will Connect,W08,Cambium Wireless 12/3mbps,35
2022,2,BHPcom,W09,Cambium Wireless 20/5mbps,10
2022,2,CommunityNET,W09,Cambium Wireless 20/5mbps,210
2022,2,Highland,W09,Cambium Wireless 20/5mbps,260
2022,2,Methownet.com,W09,Cambium Wireless 20/5mbps,23
2022,2,NCI Datacom,W09,Cambium Wireless 20/5mbps,114
2022,2,PC Telecom,W09,Cambium Wireless 20/5mbps,10
2022,2,Will Connect,W09,Cambium Wireless 20/5mbps,88
2022,2,CommunityNET,W71,Broadband Wireless 3/1Mbps,5
2022,2,Highland,W71,Broadband Wireless 3/1Mbps,36
2022,2,Methownet.com,W71,Broadband Wireless 3/1Mbps,10
2022,2,NCI Datacom,W71,Broadband Wireless 3/1Mbps,14
2022,2,PC Telecom,W71,Broadband Wireless 3/1Mbps,3
2022,2,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2022,2,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2022,2,Highland,W75,Broadband Wireless 7/3mbps,68
2022,2,Methownet.com,W75,Broadband Wireless 7/3mbps,9
2022,2,NCI Datacom,W75,Broadband Wireless 7/3mbps,34
2022,2,PC Telecom,W75,Broadband Wireless 7/3mbps,3
2022,2,Will Connect,W75,Broadband Wireless 7/3mbps,12
2022,2,BHPcom,W76,Broadband Wireless 12/6mbps,2
2022,2,CommunityNET,W76,Broadband Wireless 12/6mbps,11
2022,2,Highland,W76,Broadband Wireless 12/6mbps,36
2022,2,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2022,2,NCI Datacom,W76,Broadband Wireless 12/6mbps,11
2022,2,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2022,2,Will Connect,W76,Broadband Wireless 12/6mbps,2
2022,2,BHPcom,W77,Broadband Wireless 20/10mbps,5
2022,2,CommunityNET,W77,Broadband Wireless 20/10mbps,13
2022,2,Highland,W77,Broadband Wireless 20/10mbps,31
2022,2,Methownet.com,W77,Broadband Wireless 20/10mbps,2
2022,2,NCI Datacom,W77,Broadband Wireless 20/10mbps,19
2022,2,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2022,2,Will Connect,W77,Broadband Wireless 20/10mbps,12
2022,3,CommunityNET,W06,Cambium Wireless 3/1mbps,47
2022,3,Highland,W06,Cambium Wireless 3/1mbps,97
2022,3,Methownet.com,W06,Cambium Wireless 3/1mbps,126
2022,3,NCI Datacom,W06,Cambium Wireless 3/1mbps,98
2022,3,PC Telecom,W06,Cambium Wireless 3/1mbps,44
2022,3,Will Connect,W06,Cambium Wireless 3/1mbps,9
2022,3,BHPcom,W07,Cambium Wireless 7/2mbps,3
2022,3,CommunityNET,W07,Cambium Wireless 7/2mbps,98
2022,3,Highland,W07,Cambium Wireless 7/2mbps,386
2022,3,Methownet.com,W07,Cambium Wireless 7/2mbps,165
2022,3,NCI Datacom,W07,Cambium Wireless 7/2mbps,244
2022,3,PC Telecom,W07,Cambium Wireless 7/2mbps,48
2022,3,Will Connect,W07,Cambium Wireless 7/2mbps,38
2022,3,BHPcom,W08,Cambium Wireless 12/3mbps,7
2022,3,CommunityNET,W08,Cambium Wireless 12/3mbps,198
2022,3,Highland,W08,Cambium Wireless 12/3mbps,204
2022,3,Methownet.com,W08,Cambium Wireless 12/3mbps,39
2022,3,NCI Datacom,W08,Cambium Wireless 12/3mbps,130
2022,3,PC Telecom,W08,Cambium Wireless 12/3mbps,16
2022,3,Will Connect,W08,Cambium Wireless 12/3mbps,34
2022,3,BHPcom,W09,Cambium Wireless 20/5mbps,10
2022,3,CommunityNET,W09,Cambium Wireless 20/5mbps,210
2022,3,Highland,W09,Cambium Wireless 20/5mbps,265
2022,3,Methownet.com,W09,Cambium Wireless 20/5mbps,24
2022,3,NCI Datacom,W09,Cambium Wireless 20/5mbps,115
2022,3,PC Telecom,W09,Cambium Wireless 20/5mbps,10
2022,3,Will Connect,W09,Cambium Wireless 20/5mbps,92
2022,3,CommunityNET,W71,Broadband Wireless 3/1Mbps,5
2022,3,Highland,W71,Broadband Wireless 3/1Mbps,34
2022,3,Methownet.com,W71,Broadband Wireless 3/1Mbps,9
2022,3,NCI Datacom,W71,Broadband Wireless 3/1Mbps,14
2022,3,PC Telecom,W71,Broadband Wireless 3/1Mbps,3
2022,3,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2022,3,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2022,3,Highland,W75,Broadband Wireless 7/3mbps,65
2022,3,Methownet.com,W75,Broadband Wireless 7/3mbps,8
2022,3,NCI Datacom,W75,Broadband Wireless 7/3mbps,34
2022,3,PC Telecom,W75,Broadband Wireless 7/3mbps,3
2022,3,Will Connect,W75,Broadband Wireless 7/3mbps,12
2022,3,BHPcom,W76,Broadband Wireless 12/6mbps,2
2022,3,CommunityNET,W76,Broadband Wireless 12/6mbps,9
2022,3,Highland,W76,Broadband Wireless 12/6mbps,36
2022,3,Methownet.com,W76,Broadband Wireless 12/6mbps,3
2022,3,NCI Datacom,W76,Broadband Wireless 12/6mbps,11
2022,3,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2022,3,Will Connect,W76,Broadband Wireless 12/6mbps,2
2022,3,BHPcom,W77,Broadband Wireless 20/10mbps,5
2022,3,CommunityNET,W77,Broadband Wireless 20/10mbps,13
2022,3,Highland,W77,Broadband Wireless 20/10mbps,31
2022,3,Methownet.com,W77,Broadband Wireless 20/10mbps,3
2022,3,NCI Datacom,W77,Broadband Wireless 20/10mbps,19
2022,3,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2022,3,Will Connect,W77,Broadband Wireless 20/10mbps,12
2022,4,CommunityNET,W06,Cambium Wireless 3/1mbps,46
2022,4,Highland,W06,Cambium Wireless 3/1mbps,97
2022,4,Methownet.com,W06,Cambium Wireless 3/1mbps,122
2022,4,NCI Datacom,W06,Cambium Wireless 3/1mbps,101
2022,4,PC Telecom,W06,Cambium Wireless 3/1mbps,44
2022,4,Will Connect,W06,Cambium Wireless 3/1mbps,9
2022,4,BHPcom,W07,Cambium Wireless 7/2mbps,3
2022,4,CommunityNET,W07,Cambium Wireless 7/2mbps,93
2022,4,Highland,W07,Cambium Wireless 7/2mbps,387
2022,4,Methownet.com,W07,Cambium Wireless 7/2mbps,170
2022,4,NCI Datacom,W07,Cambium Wireless 7/2mbps,244
2022,4,PC Telecom,W07,Cambium Wireless 7/2mbps,47
2022,4,Will Connect,W07,Cambium Wireless 7/2mbps,34
2022,4,BHPcom,W08,Cambium Wireless 12/3mbps,7
2022,4,CommunityNET,W08,Cambium Wireless 12/3mbps,202
2022,4,Highland,W08,Cambium Wireless 12/3mbps,202
2022,4,Methownet.com,W08,Cambium Wireless 12/3mbps,43
2022,4,NCI Datacom,W08,Cambium Wireless 12/3mbps,138
2022,4,PC Telecom,W08,Cambium Wireless 12/3mbps,19
2022,4,Will Connect,W08,Cambium Wireless 12/3mbps,34
2022,4,BHPcom,W09,Cambium Wireless 20/5mbps,10
2022,4,CommunityNET,W09,Cambium Wireless 20/5mbps,214
2022,4,Highland,W09,Cambium Wireless 20/5mbps,266
2022,4,Methownet.com,W09,Cambium Wireless 20/5mbps,23
2022,4,NCI Datacom,W09,Cambium Wireless 20/5mbps,119
2022,4,PC Telecom,W09,Cambium Wireless 20/5mbps,9
2022,4,Will Connect,W09,Cambium Wireless 20/5mbps,95
2022,4,CommunityNET,W71,Broadband Wireless 3/1Mbps,5
2022,4,Highland,W71,Broadband Wireless 3/1Mbps,33
2022,4,Methownet.com,W71,Broadband Wireless 3/1Mbps,9
2022,4,NCI Datacom,W71,Broadband Wireless 3/1Mbps,15
2022,4,PC Telecom,W71,Broadband Wireless 3/1Mbps,3
2022,4,Will Connect,W71,Broadband Wireless 3/1Mbps,4
2022,4,CommunityNET,W75,Broadband Wireless 7/3mbps,10
2022,4,Highland,W75,Broadband Wireless 7/3mbps,66
2022,4,Methownet.com,W75,Broadband Wireless 7/3mbps,8
2022,4,NCI Datacom,W75,Broadband Wireless 7/3mbps,34
2022,4,PC Telecom,W75,Broadband Wireless 7/3mbps,3
2022,4,Will Connect,W75,Broadband Wireless 7/3mbps,12
2022,4,BHPcom,W76,Broadband Wireless 12/6mbps,2
2022,4,CommunityNET,W76,Broadband Wireless 12/6mbps,9
2022,4,Highland,W76,Broadband Wireless 12/6mbps,36
2022,4,Methownet.com,W76,Broadband Wireless 12/6mbps,2
2022,4,NCI Datacom,W76,Broadband Wireless 12/6mbps,12
2022,4,PC Telecom,W76,Broadband Wireless 12/6mbps,1
2022,4,Will Connect,W76,Broadband Wireless 12/6mbps,2
2022,4,BHPcom,W77,Broadband Wireless 20/10mbps,5
2022,4,CommunityNET,W77,Broadband Wireless 20/10mbps,12
2022,4,Highland,W77,Broadband Wireless 20/10mbps,29
2022,4,Methownet.com,W77,Broadband Wireless 20/10mbps,3
2022,4,NCI Datacom,W77,Broadband Wireless 20/10mbps,20
2022,4,PC Telecom,W77,Broadband Wireless 20/10mbps,1
2022,4,Will Connect,W77,Broadband Wireless 20/10mbps,12
2022,5,CommunityNET,W06,Cambium Wireless 3/1mbps,46
2022,5,Highland,W06,Cambium Wireless 3/1mbps,101
2022,5,Methownet.com,W06,Cambium Wireless 3/1mbps,121
2022,5,NCI Datacom,W06,Cambium Wireless 3/1mbps,98
2022,5,PC Telecom,W06,Cambium Wireless 3/1mbps,45
2022,5,Will Connect,W06,Cambium Wireless 3/1mbps,10
2022,5,BHPcom,W07,Cambium Wireless 7/2mbps,3
